x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0.0,0.0,0.0,-0.06027388572692871,-0.02296537160873413,-0.030005527030510848,-0.1177670955657959,-0.08267736434936523,-0.04500449572114462,-0.16087794303894043,-0.14177721738815308,-0.05718837429193968,-0.19969981908798218,-0.18228942155838013,-0.06838085998205656,-0.09762758016586304,-0.2551220655441284,-0.022679359953684752,-0.1362559199333191,-0.362307146191597,-0.04191859189776892,-0.15938496589660645,-0.4263315945863724,-0.05869439367560858,-0.17742818593978882,-0.48563429713249207,-0.07087097812799925,-0.06200063228607178,-0.2890273928642273,-0.022075542550368255,-0.09018504619598389,-0.41194869577884674,-0.033542161177678054,-0.10799890756607056,-0.4892521798610687,-0.045309664051814025,-0.1233178973197937,-0.5543254017829895,-0.0549322043767404,-0.022944629192352295,-0.293838232755661,-0.025829878937287276,-0.0390857458114624,-0.4027431905269623,-0.03679250676540846,-0.04986780881881714,-0.47256040573120117,-0.04433585081605429,-0.061316490173339844,-0.5331672132015228,-0.0511950192263555,0.017423689365386963,-0.27708086371421814,-0.03314318631200308,0.020758628845214844,-0.3561645448207855,-0.041385372470898574,0.0231095552444458,-0.4064745306968689,-0.04300581042079443,0.025161325931549072,-0.45360852777957916,-0.0447756660392713,0
0.0,0.0,0.0,-0.06014508008956909,-0.024049043655395508,-0.02932316245204447,-0.11780411005020142,-0.08432203531265259,-0.0439473073340082,-0.1610851287841797,-0.14253348112106323,-0.0558867062783861,-0.19977062940597534,-0.1829095482826233,-0.06688305915957926,-0.09801101684570312,-0.255081444978714,-0.022131301403703674,-0.13698434829711914,-0.36252787709236145,-0.04122061462766169,-0.16016525030136108,-0.42701075971126556,-0.057889589980902656,-0.17805474996566772,-0.48693495988845825,-0.07005429448253153,-0.062361955642700195,-0.2895318567752838,-0.021776275650324806,-0.09052670001983643,-0.41234835982322693,-0.03314355941182612,-0.10821455717086792,-0.4900539815425873,-0.04493564175135134,-0.12356305122375488,-0.5558004677295685,-0.054658481792273506,-0.023184657096862793,-0.2944236695766449,-0.025695851013722404,-0.038676679134368896,-0.403113529086113,-0.036514108941616996,-0.048570990562438965,-0.47290389239788055,-0.04398862825399874,-0.05935186147689819,-0.5336322486400604,-0.050858074740233405,0.01706618070602417,-0.2771809995174408,-0.03311417804724215,0.02046191692352295,-0.3561291992664337,-0.04123264359003542,0.023152172565460205,-0.406592458486557,-0.04277845652467249,0.025577306747436523,-0.45413894951343536,-0.044551743135514243,0
0.0,0.0,0.0,-0.05976468324661255,-0.025417208671569824,-0.029542431330725094,-0.11744183301925659,-0.08328837156295776,-0.0447562691778387,-0.16104263067245483,-0.1403508186340332,-0.057289498022242924,-0.19891852140426636,-0.18189412355422974,-0.0689077881187643,-0.09741902351379395,-0.2556562125682831,-0.022905413156792065,-0.1363370418548584,-0.36316171288490295,-0.042602161040946385,-0.1591159701347351,-0.4285088777542114,-0.05977506386344089,-0.17603552341461182,-0.48921123147010803,-0.07224104376737728,-0.06189429759979248,-0.2890150845050812,-0.022497475242658993,-0.08988648653030396,-0.41210298240184784,-0.03457929017250194,-0.10716027021408081,-0.4904949367046356,-0.046816008260890385,-0.12170684337615967,-0.5570403933525085,-0.05677310945694103,-0.02282094955444336,-0.2933301031589508,-0.026369569918557545,-0.03885859251022339,-0.4022957384586334,-0.037683477720662495,-0.04848712682723999,-0.4721204787492752,-0.04546598540846958,-0.058676958084106445,-0.5328821837902069,-0.052448945215388676,0.017642498016357422,-0.2759813666343689,-0.03372334139649524,0.02088022232055664,-0.35516589879989624,-0.04217306347791805,0.023385167121887207,-0.4054684489965439,-0.043904150000258824,0.025738120079040527,-0.4528333842754364,-0.045741355142041584,0
0.0,0.0,0.0,-0.05983656644821167,-0.02527564764022827,-0.029206454047823627,-0.11692684888839722,-0.0839223861694336,-0.0440047543885953,-0.1598319411277771,-0.14165309071540833,-0.05612593259837695,-0.1976550817489624,-0.18417581915855408,-0.06736671295192309,-0.09694766998291016,-0.2556241452693939,-0.022357690373326022,-0.13584989309310913,-0.36332038044929504,-0.04156482335355349,-0.15856587886810303,-0.4285867363214493,-0.05840786289599009,-0.17554157972335815,-0.48936304450035095,-0.07067976262595721,-0.061323344707489014,-0.28876954317092896,-0.021960766279960353,-0.08944857120513916,-0.41241922974586487,-0.03337623294618197,-0.10677117109298706,-0.4907095730304718,-0.04528679441835948,-0.12151050567626953,-0.5572136640548706,-0.05511964600708552,-0.02228522300720215,-0.2931431829929352,-0.025824451113010127,-0.03820568323135376,-0.40209800004959106,-0.03644497435715266,-0.04821157455444336,-0.47233615815639496,-0.04408966865565844,-0.05891960859298706,-0.5334333181381226,-0.051172820145154674,0.018080055713653564,-0.2759355902671814,-0.0331603598239667,0.02124762535095215,-0.35463273525238037,-0.0409936990978963,0.02371162176132202,-0.4047653377056122,-0.042526488417649944,0.026046574115753174,-0.4518700987100601,-0.044363183194661815,0
0.0,0.0,0.0,-0.05921119451522827,-0.025921165943145752,-0.028865053024816234,-0.1163029670715332,-0.08379387855529785,-0.043955559548663814,-0.15958493947982788,-0.14086627960205078,-0.05646865319900485,-0.19710296392440796,-0.1835499405860901,-0.0681884872584817,-0.09634643793106079,-0.25519227981567383,-0.022909373682665546,-0.13464516401290894,-0.36261020600795746,-0.04268375661663981,-0.15691161155700684,-0.4282355308532715,-0.05992806207828494,-0.1733607053756714,-0.4896020293235779,-0.07249974336914988,-0.061034977436065674,-0.28827857971191406,-0.022799131166863162,-0.08855330944061279,-0.412063404917717,-0.0349185119240758,-0.10516369342803955,-0.4910133481025696,-0.0470073508887765,-0.11934208869934082,-0.558161199092865,-0.05688030150227519,-0.02225971221923828,-0.2916146516799927,-0.026863635224032123,-0.03733259439468384,-0.40177007019519806,-0.03805396210842105,-0.04628574848175049,-0.472687765955925,-0.04566005494885417,-0.056154608726501465,-0.5342762470245361,-0.05263021093301745,0.01767706871032715,-0.27254945039749146,-0.03433690470151873,0.021538496017456055,-0.35075637698173523,-0.04270864155583354,0.024398505687713623,-0.4007119685411453,-0.04430645581774684,0.027127444744110107,-0.44757986068725586,-0.046101643410253246,0
0.0,0.0,0.0,-0.05964177846908569,-0.02453172206878662,-0.02791097229393813,-0.1170772910118103,-0.08539670705795288,-0.041835695785010785,-0.1599138379096985,-0.1452568769454956,-0.05338283656212184,-0.1980307698249817,-0.18711915612220764,-0.0641944001433501,-0.09738004207611084,-0.25507280230522156,-0.02080652704509589,-0.13587850332260132,-0.36221835017204285,-0.039488047641242474,-0.15804952383041382,-0.42756229639053345,-0.056127485167706936,-0.17450755834579468,-0.4885407090187073,-0.0684404338714728,-0.06204622983932495,-0.28791770339012146,-0.02115251896950099,-0.09018981456756592,-0.4117804765701294,-0.03268247125717494,-0.10746347904205322,-0.4910103380680084,-0.044952675980056256,-0.12212646007537842,-0.5583526790142059,-0.05506076691719386,-0.023271799087524414,-0.29142385721206665,-0.025624566060031384,-0.03860163688659668,-0.40138043463230133,-0.036632929277146786,-0.047888994216918945,-0.47201870381832123,-0.044782311004126996,-0.05792433023452759,-0.5334658920764923,-0.052222885471309155,0.016894936561584473,-0.2731167674064636,-0.033398308139766186,0.020948946475982666,-0.3516561985015869,-0.04170798910828921,0.02402675151824951,-0.4018225073814392,-0.04362629009457919,0.02690047025680542,-0.4489840716123581,-0.04579066140624377,0
0.0,0.0,0.0,-0.060280561447143555,-0.02609783411026001,-0.028055353989458354,-0.11663544178009033,-0.08714169263839722,-0.042219455321884425,-0.15901100635528564,-0.14776012301445007,-0.05409579255208996,-0.19762921333312988,-0.1918506920337677,-0.06521342598423985,-0.09878748655319214,-0.25415104627609253,-0.019777941485500605,-0.14044725894927979,-0.3557305335998535,-0.03937735684738186,-0.16441982984542847,-0.41754063963890076,-0.056928130766010554,-0.18282997608184814,-0.4771460145711899,-0.06978088520989445,-0.06348955631256104,-0.2880641520023346,-0.020122156446433337,-0.09247153997421265,-0.4080984890460968,-0.03225991778597859,-0.11010372638702393,-0.48532451689243317,-0.044898341377830775,-0.12544405460357666,-0.5520941317081451,-0.05512992941365269,-0.02416098117828369,-0.29217493534088135,-0.024761202713108332,-0.04045635461807251,-0.39880184829235077,-0.036232660492515834,-0.05002403259277344,-0.46857668459415436,-0.04416622497663525,-0.060151755809783936,-0.5303598046302795,-0.05128514297828701,0.01635110378265381,-0.27367153763771057,-0.03277499877438572,0.019131362438201904,-0.35048532485961914,-0.041272806902981074,0.021825015544891357,-0.4000370502471924,-0.042891352405405314,0.024649202823638916,-0.4474329948425293,-0.04473474152908352,0
0.0,0.0,0.0,-0.059619009494781494,-0.025113701820373535,-0.027452013418127308,-0.1162039041519165,-0.0841473937034607,-0.041428781077314625,-0.1584998369216919,-0.14265504479408264,-0.05320244558160425,-0.19639629125595093,-0.1855771839618683,-0.06425398118798853,-0.09994262456893921,-0.2507378160953522,-0.019756399989176998,-0.1434125304222107,-0.34995460510253906,-0.03955988861625315,-0.16792231798171997,-0.41122040152549744,-0.057146373167682896,-0.18645286560058594,-0.46915535628795624,-0.06978769131009699,-0.06482720375061035,-0.2842996120452881,-0.020148999020506153,-0.0952642560005188,-0.4033684879541397,-0.032265852168251286,-0.11306148767471313,-0.47942309081554413,-0.04461221672599436,-0.12830275297164917,-0.5443062484264374,-0.05435167156164766,-0.025234341621398926,-0.28874918818473816,-0.024782017767478237,-0.04321181774139404,-0.39333875477313995,-0.035867701247383366,-0.05429035425186157,-0.46240125596523285,-0.04359348766510607,-0.06566238403320312,-0.5230109691619873,-0.05043777354066492,0.016041994094848633,-0.27094680070877075,-0.03275836162274004,0.01869022846221924,-0.34744641184806824,-0.04042865984146715,0.02093684673309326,-0.39657171070575714,-0.04161230377857805,0.023242950439453125,-0.4428068548440933,-0.04309466384356142,0
0.0,0.0,0.0,-0.05948472023010254,-0.025737881660461426,-0.026830542687548586,-0.11579573154449463,-0.08301234245300293,-0.04063519262172122,-0.15880990028381348,-0.1388666331768036,-0.0522844659576549,-0.1960618495941162,-0.17987671494483948,-0.06315097012020487,-0.10006105899810791,-0.25134095549583435,-0.019351005409134814,-0.14198535680770874,-0.35212838649749756,-0.03854215689398188,-0.1657031774520874,-0.41289569437503815,-0.05566315897203822,-0.18369871377944946,-0.470119372010231,-0.06801599808432002,-0.06526333093643188,-0.28424036502838135,-0.019649227936042735,-0.0953594446182251,-0.4024851769208908,-0.03142686359979052,-0.11294776201248169,-0.4780029356479645,-0.043521145213617274,-0.1281786561012268,-0.5422316491603851,-0.05312464930511851,-0.026108264923095703,-0.28881585597991943,-0.02409606039918799,-0.04354584217071533,-0.39246927201747894,-0.03487206422187228,-0.05410659313201904,-0.460995614528656,-0.04237679936386485,-0.06517916917800903,-0.5206049084663391,-0.04906828500725169,0.01471799612045288,-0.2715567350387573,-0.03180722691513438,0.017173707485198975,-0.34837067127227783,-0.039360703755392024,0.01923316717147827,-0.3974999040365219,-0.04051199727155108,0.021459460258483887,-0.44355157017707825,-0.04193983026243586,0
0.0,0.0,0.0,-0.05882447957992554,-0.0254288911819458,-0.02782430400878866,-0.11490541696548462,-0.08255428075790405,-0.042027992138571335,-0.15754222869873047,-0.13791930675506592,-0.05385619861812074,-0.19432055950164795,-0.17923232913017273,-0.06476587516993959,-0.09884887933731079,-0.2503120005130768,-0.020664161944694115,-0.1402066946029663,-0.35127270221710205,-0.04036872548789461,-0.16405636072158813,-0.41234804689884186,-0.0575862349364229,-0.1822136640548706,-0.46958060562610626,-0.06980362249345262,-0.0641142725944519,-0.2830200791358948,-0.020374269166893555,-0.09372246265411377,-0.40099573135375977,-0.031975720951265885,-0.11143416166305542,-0.4764551967382431,-0.04332425160140474,-0.12696856260299683,-0.5394815504550934,-0.05227396724552591,-0.025036334991455078,-0.2872389853000641,-0.02436062967211683,-0.04228925704956055,-0.3903820514678955,-0.03479003248543222,-0.05295354127883911,-0.45876722037792206,-0.04142386926145036,-0.06419128179550171,-0.5176737010478973,-0.047372610250420166,0.01560819149017334,-0.2698178291320801,-0.031764783838696076,0.018391132354736328,-0.3461722731590271,-0.038974662253565384,0.02033287286758423,-0.39488595724105835,-0.039633885899490906,0.02231597900390625,-0.4398704022169113,-0.04055237484902818,0
